Group,Replicate,Time,CFU,CFUlog10,Condition,Volume,AQL,BQL,Institute,Sample,Comments
1,3,14,200000,5.30102999566398,3,2.5,0,0,A,MXF 1X MIC,2.5µl single drop
2,1,14,NA,NA,0,100,0,1,A,MXF 10X MIC,100µl quad
2,2,14,NA,NA,0,100,0,1,A,MXF 10X MIC,100µl quad
2,3,14,NA,NA,0,100,0,1,A,MXF 10X MIC,100µl quad
2,1,14,NA,NA,1,10,0,1,A,MXF 10X MIC,10µl 4 drops
2,2,14,NA,NA,1,10,0,1,A,MXF 10X MIC,10µl 4 drops
2,3,14,200,2.30102999566398,1,10,0,0,A,MXF 10X MIC,10µl 4 drops
2,1,14,NA,NA,2,10,0,1,A,MXF 10X MIC,10µl single drop
2,2,14,NA,NA,2,10,0,1,A,MXF 10X MIC,10µl single drop
2,3,14,NA,NA,2,10,0,1,A,MXF 10X MIC,10µl single drop
2,1,14,NA,NA,3,2.5,0,1,A,MXF 10X MIC,2.5µl single drop
2,2,14,NA,NA,3,2.5,0,1,A,MXF 10X MIC,2.5µl single drop
2,3,14,NA,NA,3,2.5,0,1,A,MXF 10X MIC,2.5µl single drop
3,1,14,200,2.30102999566398,0,100,0,0,A,INH 1X MIC,100µl quad
3,2,14,310,2.49136169383427,0,100,0,0,A,INH 1X MIC,100µl quad
3,3,14,NA,NA,0,100,0,0,A,INH 1X MIC,100µl quad
3,1,14,3000,3.47712125471966,1,10,0,0,A,INH 1X MIC,10µl 4 drops
3,2,14,1000,3,1,10,0,0,A,INH 1X MIC,10µl 4 drops
3,3,14,3400,3.53147891704225,1,10,0,0,A,INH 1X MIC,10µl 4 drops
3,1,14,NA,NA,2,10,0,1,A,INH 1X MIC,10µl single drop
3,2,14,NA,NA,2,10,0,1,A,INH 1X MIC,10µl single drop
3,3,14,1400,3.14612803567824,2,10,0,0,A,INH 1X MIC,10µl single drop
3,1,14,NA,NA,3,2.5,0,1,A,INH 1X MIC,2.5µl single drop
3,2,14,NA,NA,3,2.5,0,1,A,INH 1X MIC,2.5µl single drop
3,3,14,1200,3.07918124604762,3,2.5,0,0,A,INH 1X MIC,2.5µl single drop
4,1,14,NA,NA,0,100,0,1,A,INH 10X MIC,100µl quad
4,2,14,NA,NA,0,100,0,1,A,INH 10X MIC,100µl quad
4,3,14,NA,NA,0,100,0,1,A,INH 10X MIC,100µl quad
4,1,14,NA,NA,1,10,0,1,A,INH 10X MIC,10µl 4 drops
4,2,14,NA,NA,1,10,0,1,A,INH 10X MIC,10µl 4 drops
4,3,14,NA,NA,1,10,0,1,A,INH 10X MIC,10µl 4 drops
4,1,14,NA,NA,2,10,0,1,A,INH 10X MIC,10µl single drop
4,2,14,NA,NA,2,10,0,1,A,INH 10X MIC,10µl single drop
4,3,14,NA,NA,2,10,0,1,A,INH 10X MIC,10µl single drop
4,1,14,NA,NA,3,2.5,0,1,A,INH 10X MIC,2.5µl single drop
4,2,14,NA,NA,3,2.5,0,1,A,INH 10X MIC,2.5µl single drop
4,3,14,NA,NA,3,2.5,0,1,A,INH 10X MIC,2.5µl single drop
0,1,21,10300000,7.01283722470517,0,100,0,0,A,untreated,100µl quad
0,2,21,9900000,6.99563519459755,0,100,0,0,A,untreated,100µl quad
0,3,21,9200000,6.96378782734556,0,100,0,0,A,untreated,100µl quad
0,1,21,2700000,6.43136376415899,1,10,0,0,A,untreated,10µl 4 drops
0,2,21,3300000,6.51851393987789,1,10,0,0,A,untreated,10µl 4 drops
0,3,21,2300000,6.36172783601759,1,10,0,0,A,untreated,10µl 4 drops
0,1,21,2300000,6.36172783601759,2,10,0,0,A,untreated,10µl single drop
0,2,21,3300000,6.51851393987789,2,10,0,0,A,untreated,10µl single drop
0,3,21,3400000,6.53147891704226,2,10,0,0,A,untreated,10µl single drop
0,1,21,3200000,6.50514997831991,3,2.5,0,0,A,untreated,2.5µl single drop
0,2,21,4000000,6.60205999132796,3,2.5,0,0,A,untreated,2.5µl single drop
0,3,21,1600000,6.20411998265593,3,2.5,0,0,A,untreated,2.5µl single drop
1,1,21,4900000,6.69019608002851,0,100,0,0,A,MXF 1X MIC,100µl quad
1,2,21,4000000,6.60205999132796,0,100,0,0,A,MXF 1X MIC,100µl quad
1,3,21,4800000,6.68124123737559,0,100,0,0,A,MXF 1X MIC,100µl quad
1,1,21,1600000,6.20411998265593,1,10,0,0,A,MXF 1X MIC,10µl 4 drops
1,2,21,1700000,6.23044892137827,1,10,0,0,A,MXF 1X MIC,10µl 4 drops
1,3,21,2200000,6.34242268082221,1,10,0,0,A,MXF 1X MIC,10µl 4 drops
1,1,21,1800000,6.25527250510331,2,10,0,0,A,MXF 1X MIC,10µl single drop
1,2,21,1400000,6.14612803567824,2,10,0,0,A,MXF 1X MIC,10µl single drop
1,3,21,2400000,6.38021124171161,2,10,0,0,A,MXF 1X MIC,10µl single drop
1,1,21,1600000,6.20411998265593,3,2.5,0,0,A,MXF 1X MIC,2.5µl single drop
1,2,21,2000000,6.30102999566398,3,2.5,0,0,A,MXF 1X MIC,2.5µl single drop
1,3,21,2000000,6.30102999566398,3,2.5,0,0,A,MXF 1X MIC,2.5µl single drop
2,1,21,5700,3.75587485567249,0,100,0,0,A,MXF 10X MIC,100µl quad
2,2,21,9000,3.95424250943932,0,100,0,0,A,MXF 10X MIC,100µl quad
2,3,21,NA,NA,0,100,0,0,A,MXF 10X MIC,100µl quad
2,1,21,4200,3.6232492903979,1,10,0,0,A,MXF 10X MIC,10µl 4 drops
2,2,21,4700,3.67209785793572,1,10,0,0,A,MXF 10X MIC,10µl 4 drops
2,3,21,NA,NA,1,10,0,0,A,MXF 10X MIC,10µl 4 drops
2,1,21,3100,3.49136169383427,2,10,0,0,A,MXF 10X MIC,10µl single drop
2,2,21,2800,3.44715803134222,2,10,0,0,A,MXF 10X MIC,10µl single drop
2,3,21,NA,NA,2,10,0,0,A,MXF 10X MIC,10µl single drop
2,1,21,3600,3.55630250076729,3,2.5,0,0,A,MXF 10X MIC,2.5µl single drop
2,2,21,4800,3.68124123737559,3,2.5,0,0,A,MXF 10X MIC,2.5µl single drop
2,3,21,NA,NA,3,2.5,0,0,A,MXF 10X MIC,2.5µl single drop
3,1,21,42000,4.6232492903979,0,100,0,0,A,INH 1X MIC,100µl quad
3,2,21,62000,4.79239168949825,0,100,0,0,A,INH 1X MIC,100µl quad
3,3,21,75000,4.8750612633917,0,100,0,0,A,INH 1X MIC,100µl quad
3,1,21,23000,4.36172783601759,1,10,0,0,A,INH 1X MIC,10µl 4 drops
3,2,21,22000,4.34242268082221,1,10,0,0,A,INH 1X MIC,10µl 4 drops
3,3,21,26000,4.41497334797082,1,10,0,0,A,INH 1X MIC,10µl 4 drops
3,1,21,14000,4.14612803567824,2,10,0,0,A,INH 1X MIC,10µl single drop
3,2,21,18000,4.25527250510331,2,10,0,0,A,INH 1X MIC,10µl single drop
3,3,21,16000,4.20411998265593,2,10,0,0,A,INH 1X MIC,10µl single drop
3,1,21,24000,4.38021124171161,3,2.5,0,0,A,INH 1X MIC,2.5µl single drop
3,2,21,36000,4.55630250076729,3,2.5,0,0,A,INH 1X MIC,2.5µl single drop
3,3,21,28000,4.44715803134222,3,2.5,0,0,A,INH 1X MIC,2.5µl single drop
4,1,21,NA,NA,0,100,0,1,A,INH 10X MIC,100µl quad
4,2,21,NA,NA,0,100,0,1,A,INH 10X MIC,100µl quad
4,3,21,NA,NA,0,100,0,1,A,INH 10X MIC,100µl quad
4,1,21,NA,NA,1,10,0,1,A,INH 10X MIC,10µl 4 drops
4,2,21,NA,NA,1,10,0,1,A,INH 10X MIC,10µl 4 drops
4,3,21,NA,NA,1,10,0,1,A,INH 10X MIC,10µl 4 drops
4,1,21,NA,NA,2,10,0,1,A,INH 10X MIC,10µl single drop
4,2,21,NA,NA,2,10,0,1,A,INH 10X MIC,10µl single drop
4,3,21,NA,NA,2,10,0,1,A,INH 10X MIC,10µl single drop
4,1,21,NA,NA,3,2.5,0,1,A,INH 10X MIC,2.5µl single drop
4,2,21,NA,NA,3,2.5,0,1,A,INH 10X MIC,2.5µl single drop
4,3,21,NA,NA,3,2.5,0,1,A,INH 10X MIC,2.5µl single drop
0,1,-3,2500,3.39794000867204,0,100,0,0,B,untreated,a) 100µl quad
0,2,-3,3000,3.47712125471966,0,100,0,0,B,untreated,a) 100µl quad
0,3,-3,3300,3.51851393987789,0,100,0,0,B,untreated,a) 100µl quad
0,1,-3,4000,3.60205999132796,1,10,0,0,B,untreated,c ) 10µl 4 drops
0,2,-3,9000,3.95424250943932,1,10,0,0,B,untreated,c ) 10µl 4 drops
0,3,-3,3000,3.47712125471966,1,10,0,0,B,untreated,c ) 10µl 4 drops
0,1,-3,5000,3.69897000433602,2,10,0,0,B,untreated,b) 10µl single drop
0,2,-3,2000,3.30102999566398,2,10,0,0,B,untreated,b) 10µl single drop
0,3,-3,10000,4,2,10,0,0,B,untreated,b) 10µl single drop
0,1,-3,3200,3.50514997831991,3,2.5,0,0,B,untreated,d) 2.5µl single drop
0,2,-3,4000,3.60205999132796,3,2.5,0,0,B,untreated,d) 2.5µl single drop
0,3,-3,1600,3.20411998265592,3,2.5,0,0,B,untreated,d) 2.5µl single drop
0,1,0,5500,3.74036268949424,0,100,0,0,B,untreated,a) 100µl quad
0,2,0,2500,3.39794000867204,0,100,0,0,B,untreated,a) 100µl quad
0,3,0,7300,3.86332286012046,0,100,0,0,B,untreated,a) 100µl quad
0,1,0,3000,3.47712125471966,1,10,0,0,B,untreated,c ) 10µl 4 drops
0,2,0,7000,3.84509804001426,1,10,0,0,B,untreated,c ) 10µl 4 drops
0,3,0,5000,3.69897000433602,1,10,0,0,B,untreated,c ) 10µl 4 drops
0,1,0,5000,3.69897000433602,2,10,0,0,B,untreated,b) 10µl single drop
0,2,0,4000,3.60205999132796,2,10,0,0,B,untreated,b) 10µl single drop
0,3,0,3000,3.47712125471966,2,10,0,0,B,untreated,b) 10µl single drop
0,1,0,3600,3.55630250076729,3,2.5,0,0,B,untreated,d) 2.5µl single drop
0,2,0,4400,3.64345267648619,3,2.5,0,0,B,untreated,d) 2.5µl single drop
0,3,0,3600,3.55630250076729,3,2.5,0,0,B,untreated,d) 2.5µl single drop
0,1,1,3000,3.47712125471966,0,100,0,0,B,untreated,a) 100µl quad
0,2,1,NA,NA,0,100,1,0,B,untreated,a) 100µl quad
0,3,1,NA,NA,0,100,0,1,B,untreated,a) 100µl quad
0,1,1,1400,3.14612803567824,1,10,0,0,B,untreated,c ) 10µl 4 drops
0,2,1,7000,3.84509804001426,1,10,0,0,B,untreated,c ) 10µl 4 drops
0,3,1,4000,3.60205999132796,1,10,0,0,B,untreated,c ) 10µl 4 drops
0,1,1,4000,3.60205999132796,2,10,0,0,B,untreated,b) 10µl single drop
0,2,1,12000,4.07918124604763,2,10,0,0,B,untreated,b) 10µl single drop
0,3,1,11000,4.04139268515823,2,10,0,0,B,untreated,b) 10µl single drop
0,1,1,4000,3.60205999132796,3,2.5,0,0,B,untreated,d) 2.5µl single drop
0,2,1,7200,3.85733249643127,3,2.5,0,0,B,untreated,d) 2.5µl single drop
0,3,1,4400,3.64345267648619,3,2.5,0,0,B,untreated,d) 2.5µl single drop
1,1,1,5100,3.70757017609794,0,100,0,0,B,MXF 1X MIC,a) 100µl quad
1,2,1,NA,NA,0,100,1,0,B,MXF 1X MIC,a) 100µl quad
1,3,1,1800,3.25527250510331,0,100,0,0,B,MXF 1X MIC,a) 100µl quad
1,1,1,5600,3.7481880270062,1,10,0,0,B,MXF 1X MIC,c ) 10µl 4 drops
1,2,1,3200,3.50514997831991,1,10,0,0,B,MXF 1X MIC,c ) 10µl 4 drops
1,3,1,3800,3.57978359661681,1,10,0,0,B,MXF 1X MIC,c ) 10µl 4 drops
1,1,1,4000,3.60205999132796,2,10,0,0,B,MXF 1X MIC,b) 10µl single drop
1,2,1,8000,3.90308998699194,2,10,0,0,B,MXF 1X MIC,b) 10µl single drop
1,3,1,4000,3.60205999132796,2,10,0,0,B,MXF 1X MIC,b) 10µl single drop
1,1,1,2800,3.44715803134222,3,2.5,0,0,B,MXF 1X MIC,d) 2.5µl single drop
1,2,1,3600,3.55630250076729,3,2.5,0,0,B,MXF 1X MIC,d) 2.5µl single drop
1,3,1,1600,3.20411998265592,3,2.5,0,0,B,MXF 1X MIC,d) 2.5µl single drop
2,1,1,800,2.90308998699194,0,100,0,0,B,MXF 10X MIC,a) 100µl quad
2,2,1,900,2.95424250943932,0,100,0,0,B,MXF 10X MIC,a) 100µl quad
2,3,1,600,2.77815125038364,0,100,0,0,B,MXF 10X MIC,a) 100µl quad
2,1,1,500,2.69897000433602,1,10,0,0,B,MXF 10X MIC,c ) 10µl 4 drops
2,2,1,1000,3,1,10,0,0,B,MXF 10X MIC,c ) 10µl 4 drops
2,3,1,300,2.47712125471966,1,10,0,0,B,MXF 10X MIC,c ) 10µl 4 drops
2,1,1,NA,NA,2,10,0,1,B,MXF 10X MIC,b) 10µl single drop
2,2,1,2000,3.30102999566398,2,10,0,0,B,MXF 10X MIC,b) 10µl single drop
2,3,1,NA,NA,2,10,0,1,B,MXF 10X MIC,b) 10µl single drop
2,1,1,400,2.60205999132796,3,2.5,0,0,B,MXF 10X MIC,d) 2.5µl single drop
2,2,1,800,2.90308998699194,3,2.5,0,0,B,MXF 10X MIC,d) 2.5µl single drop
2,3,1,400,2.60205999132796,3,2.5,0,0,B,MXF 10X MIC,d) 2.5µl single drop
3,1,1,500,2.69897000433602,0,100,0,0,B,INH 1X MIC,a) 100µl quad
3,2,1,NA,NA,0,100,1,0,B,INH 1X MIC,a) 100µl quad
3,3,1,NA,NA,0,100,1,0,B,INH 1X MIC,a) 100µl quad
3,1,1,600,2.77815125038364,1,10,0,0,B,INH 1X MIC,c ) 10µl 4 drops
3,2,1,600,2.77815125038364,1,10,0,0,B,INH 1X MIC,c ) 10µl 4 drops
3,3,1,700,2.84509804001426,1,10,0,0,B,INH 1X MIC,c ) 10µl 4 drops
3,1,1,NA,NA,2,10,0,1,B,INH 1X MIC,b) 10µl single drop
3,2,1,NA,NA,2,10,0,1,B,INH 1X MIC,b) 10µl single drop
3,3,1,NA,NA,2,10,0,1,B,INH 1X MIC,b) 10µl single drop
3,1,1,400,2.60205999132796,3,2.5,0,0,B,INH 1X MIC,d) 2.5µl single drop
3,2,1,NA,NA,3,2.5,0,1,B,INH 1X MIC,d) 2.5µl single drop
3,3,1,800,2.90308998699194,3,2.5,0,0,B,INH 1X MIC,d) 2.5µl single drop
4,1,1,NA,NA,0,100,1,0,B,INH 10X MIC,a) 100µl quad
4,2,1,200,2.30102999566398,0,100,0,0,B,INH 10X MIC,a) 100µl quad
4,3,1,700,2.84509804001426,0,100,0,0,B,INH 10X MIC,a) 100µl quad
4,1,1,400,2.60205999132796,1,10,0,0,B,INH 10X MIC,c ) 10µl 4 drops
4,2,1,100,2,1,10,0,0,B,INH 10X MIC,c ) 10µl 4 drops
4,3,1,NA,NA,1,10,0,1,B,INH 10X MIC,c ) 10µl 4 drops
4,1,1,NA,NA,2,10,0,1,B,INH 10X MIC,b) 10µl single drop
4,2,1,NA,NA,2,10,0,1,B,INH 10X MIC,b) 10µl single drop
4,3,1,NA,NA,2,10,0,1,B,INH 10X MIC,b) 10µl single drop
4,1,1,NA,NA,3,2.5,0,1,B,INH 10X MIC,d) 2.5µl single drop
4,2,1,NA,NA,3,2.5,0,1,B,INH 10X MIC,d) 2.5µl single drop
4,3,1,NA,NA,3,2.5,0,1,B,INH 10X MIC,d) 2.5µl single drop
0,1,2,4600,3.66275783168157,0,100,0,0,B,untreated,a) 100µl quad
0,2,2,NA,NA,0,100,0,1,B,untreated,a) 100µl quad
0,3,2,1700,3.23044892137827,0,100,0,0,B,untreated,a) 100µl quad
0,1,2,11000,4.04139268515823,1,10,0,0,B,untreated,c ) 10µl 4 drops
0,2,2,6000,3.77815125038364,1,10,0,0,B,untreated,c ) 10µl 4 drops
0,3,2,8000,3.90308998699194,1,10,0,0,B,untreated,c ) 10µl 4 drops
0,1,2,NA,NA,2,10,1,0,B,untreated,b) 10µl single drop
0,2,2,NA,NA,2,10,1,0,B,untreated,b) 10µl single drop
0,3,2,NA,NA,2,10,1,0,B,untreated,b) 10µl single drop
0,1,2,12000,4.07918124604763,3,2.5,0,0,B,untreated,d) 2.5µl single drop
0,2,2,8000,3.90308998699194,3,2.5,0,0,B,untreated,d) 2.5µl single drop
0,3,2,12000,4.07918124604763,3,2.5,0,0,B,untreated,d) 2.5µl single drop
1,1,2,NA,NA,0,100,0,1,B,MXF 1X MIC,a) 100µl quad
1,2,2,1200,3.07918124604762,0,100,0,0,B,MXF 1X MIC,a) 100µl quad
1,3,2,4200,3.6232492903979,0,100,0,0,B,MXF 1X MIC,a) 100µl quad
1,1,2,6000,3.77815125038364,1,10,0,0,B,MXF 1X MIC,c ) 10µl 4 drops
1,2,2,1700,3.23044892137827,1,10,0,0,B,MXF 1X MIC,c ) 10µl 4 drops
1,3,2,5000,3.69897000433602,1,10,0,0,B,MXF 1X MIC,c ) 10µl 4 drops
1,1,2,9000,3.95424250943932,2,10,0,0,B,MXF 1X MIC,b) 10µl single drop
1,2,2,2000,3.30102999566398,2,10,0,0,B,MXF 1X MIC,b) 10µl single drop
1,3,2,4000,3.60205999132796,2,10,0,0,B,MXF 1X MIC,b) 10µl single drop
1,1,2,8000,3.90308998699194,3,2.5,0,0,B,MXF 1X MIC,d) 2.5µl single drop
1,2,2,8000,3.90308998699194,3,2.5,0,0,B,MXF 1X MIC,d) 2.5µl single drop
1,3,2,12000,4.07918124604763,3,2.5,0,0,B,MXF 1X MIC,d) 2.5µl single drop
2,1,2,200,2.30102999566398,0,100,0,0,B,MXF 10X MIC,a) 100µl quad
2,2,2,300,2.47712125471966,0,100,0,0,B,MXF 10X MIC,a) 100µl quad
2,3,2,100,2,0,100,0,0,B,MXF 10X MIC,a) 100µl quad
2,1,2,100,2,1,10,0,0,B,MXF 10X MIC,c ) 10µl 4 drops
2,2,2,100,2,1,10,0,0,B,MXF 10X MIC,c ) 10µl 4 drops
2,3,2,200,2.30102999566398,1,10,0,0,B,MXF 10X MIC,c ) 10µl 4 drops
2,1,2,NA,NA,2,10,0,1,B,MXF 10X MIC,b) 10µl single drop
2,2,2,NA,NA,2,10,0,1,B,MXF 10X MIC,b) 10µl single drop
2,3,2,NA,NA,2,10,0,1,B,MXF 10X MIC,b) 10µl single drop
2,1,2,NA,NA,3,2.5,0,1,B,MXF 10X MIC,d) 2.5µl single drop
2,2,2,NA,NA,3,2.5,0,1,B,MXF 10X MIC,d) 2.5µl single drop
2,3,2,800,2.90308998699194,3,2.5,0,0,B,MXF 10X MIC,d) 2.5µl single drop
3,1,2,100,2,0,100,0,0,B,INH 1X MIC,a) 100µl quad
3,2,2,200,2.30102999566398,0,100,0,0,B,INH 1X MIC,a) 100µl quad
3,3,2,NA,NA,0,100,0,1,B,INH 1X MIC,a) 100µl quad
3,1,2,200,2.30102999566398,1,10,0,0,B,INH 1X MIC,c ) 10µl 4 drops
3,2,2,200,2.30102999566398,1,10,0,0,B,INH 1X MIC,c ) 10µl 4 drops
3,3,2,200,2.30102999566398,1,10,0,0,B,INH 1X MIC,c ) 10µl 4 drops
3,1,2,NA,NA,2,10,0,1,B,INH 1X MIC,b) 10µl single drop
3,2,2,NA,NA,2,10,0,1,B,INH 1X MIC,b) 10µl single drop
3,3,2,NA,NA,2,10,0,1,B,INH 1X MIC,b) 10µl single drop
3,1,2,NA,NA,3,2.5,0,1,B,INH 1X MIC,d) 2.5µl single drop
3,2,2,NA,NA,3,2.5,0,1,B,INH 1X MIC,d) 2.5µl single drop
3,3,2,NA,NA,3,2.5,0,1,B,INH 1X MIC,d) 2.5µl single drop
4,1,2,100,2,0,100,0,0,B,INH 10X MIC,a) 100µl quad
4,2,2,100,2,0,100,0,0,B,INH 10X MIC,a) 100µl quad
4,3,2,100,2,0,100,0,0,B,INH 10X MIC,a) 100µl quad
4,1,2,100,2,1,10,0,0,B,INH 10X MIC,c ) 10µl 4 drops
4,2,2,200,2.30102999566398,1,10,0,0,B,INH 10X MIC,c ) 10µl 4 drops
4,3,2,100,2,1,10,0,0,B,INH 10X MIC,c ) 10µl 4 drops
4,1,2,1000,3,2,10,0,0,B,INH 10X MIC,b) 10µl single drop
4,2,2,NA,NA,2,10,0,1,B,INH 10X MIC,b) 10µl single drop
4,3,2,NA,NA,2,10,0,1,B,INH 10X MIC,b) 10µl single drop
4,1,2,NA,NA,3,2.5,0,1,B,INH 10X MIC,d) 2.5µl single drop
4,2,2,NA,NA,3,2.5,0,1,B,INH 10X MIC,d) 2.5µl single drop
4,3,2,NA,NA,3,2.5,0,1,B,INH 10X MIC,d) 2.5µl single drop
0,1,3,4000,3.60205999132796,0,100,0,0,B,untreated,a) 100µl quad
0,2,3,18000,4.25527250510331,0,100,0,0,B,untreated,a) 100µl quad
0,3,3,18000,4.25527250510331,0,100,0,0,B,untreated,a) 100µl quad
0,1,3,16000,4.20411998265593,1,10,0,0,B,untreated,c ) 10µl 4 drops
0,2,3,12000,4.07918124604763,1,10,0,0,B,untreated,c ) 10µl 4 drops
0,3,3,17000,4.23044892137827,1,10,0,0,B,untreated,c ) 10µl 4 drops
0,1,3,11000,4.04139268515823,2,10,0,0,B,untreated,b) 10µl single drop
0,2,3,16000,4.20411998265593,2,10,0,0,B,untreated,b) 10µl single drop
0,3,3,18000,4.25527250510331,2,10,0,0,B,untreated,b) 10µl single drop
0,1,3,20000,4.30102999566398,3,2.5,0,0,B,untreated,d) 2.5µl single drop
0,2,3,16000,4.20411998265593,3,2.5,0,0,B,untreated,d) 2.5µl single drop
0,3,3,12000,4.07918124604763,3,2.5,0,0,B,untreated,d) 2.5µl single drop
1,1,3,1500,3.17609125905568,0,100,0,0,B,MXF 1X MIC,a) 100µl quad
1,2,3,2900,3.46239799789896,0,100,0,0,B,MXF 1X MIC,a) 100µl quad
1,3,3,2500,3.39794000867204,0,100,0,0,B,MXF 1X MIC,a) 100µl quad
1,1,3,7000,3.84509804001426,1,10,0,0,B,MXF 1X MIC,c ) 10µl 4 drops
1,2,3,6000,3.77815125038364,1,10,0,0,B,MXF 1X MIC,c ) 10µl 4 drops
1,3,3,8000,3.90308998699194,1,10,0,0,B,MXF 1X MIC,c ) 10µl 4 drops
1,1,3,7000,3.84509804001426,2,10,0,0,B,MXF 1X MIC,b) 10µl single drop
1,2,3,12000,4.07918124604763,2,10,0,0,B,MXF 1X MIC,b) 10µl single drop
1,3,3,7000,3.84509804001426,2,10,0,0,B,MXF 1X MIC,b) 10µl single drop
1,1,3,20000,4.30102999566398,3,2.5,0,0,B,MXF 1X MIC,d) 2.5µl single drop
1,2,3,12000,4.07918124604763,3,2.5,0,0,B,MXF 1X MIC,d) 2.5µl single drop
1,3,3,4000,3.60205999132796,3,2.5,0,0,B,MXF 1X MIC,d) 2.5µl single drop
2,1,3,300,2.47712125471966,0,100,0,0,B,MXF 10X MIC,a) 100µl quad
2,2,3,300,2.47712125471966,0,100,0,0,B,MXF 10X MIC,a) 100µl quad
2,3,3,NA,NA,0,100,1,0,B,MXF 10X MIC,a) 100µl quad
2,1,3,NA,NA,1,10,0,1,B,MXF 10X MIC,c ) 10µl 4 drops
2,2,3,100,2,1,10,0,0,B,MXF 10X MIC,c ) 10µl 4 drops
2,3,3,200,2.30102999566398,1,10,0,0,B,MXF 10X MIC,c ) 10µl 4 drops
2,1,3,NA,NA,2,10,0,1,B,MXF 10X MIC,b) 10µl single drop
2,2,3,1000,3,2,10,0,0,B,MXF 10X MIC,b) 10µl single drop
2,3,3,NA,NA,2,10,0,1,B,MXF 10X MIC,b) 10µl single drop
2,1,3,800,2.90308998699194,3,2.5,0,0,B,MXF 10X MIC,d) 2.5µl single drop
2,2,3,800,2.90308998699194,3,2.5,0,0,B,MXF 10X MIC,d) 2.5µl single drop
2,3,3,NA,NA,3,2.5,0,1,B,MXF 10X MIC,d) 2.5µl single drop
3,1,3,NA,NA,0,100,0,1,B,INH 1X MIC,a) 100µl quad
3,2,3,NA,NA,0,100,0,1,B,INH 1X MIC,a) 100µl quad
3,3,3,5000,3.69897000433602,0,100,0,0,B,INH 1X MIC,a) 100µl quad
3,1,3,200,2.30102999566398,1,10,0,0,B,INH 1X MIC,c ) 10µl 4 drops
3,2,3,100,2,1,10,0,0,B,INH 1X MIC,c ) 10µl 4 drops
3,3,3,NA,NA,1,10,0,1,B,INH 1X MIC,c ) 10µl 4 drops
3,1,3,NA,NA,2,10,0,1,B,INH 1X MIC,b) 10µl single drop
3,2,3,NA,NA,2,10,0,1,B,INH 1X MIC,b) 10µl single drop
3,3,3,NA,NA,2,10,0,1,B,INH 1X MIC,b) 10µl single drop
3,1,3,NA,NA,3,2.5,0,1,B,INH 1X MIC,d) 2.5µl single drop
3,2,3,1200,3.07918124604762,3,2.5,0,0,B,INH 1X MIC,d) 2.5µl single drop
3,3,3,800,2.90308998699194,3,2.5,0,0,B,INH 1X MIC,d) 2.5µl single drop
4,1,3,NA,NA,0,100,0,1,B,INH 10X MIC,a) 100µl quad
4,2,3,200,2.30102999566398,0,100,0,0,B,INH 10X MIC,a) 100µl quad
4,3,3,100,2,0,100,0,0,B,INH 10X MIC,a) 100µl quad
4,1,3,100,2,1,10,0,0,B,INH 10X MIC,c ) 10µl 4 drops
4,2,3,100,2,1,10,0,0,B,INH 10X MIC,c ) 10µl 4 drops
4,3,3,NA,NA,1,10,0,1,B,INH 10X MIC,c ) 10µl 4 drops
4,1,3,NA,NA,2,10,0,1,B,INH 10X MIC,b) 10µl single drop
4,2,3,NA,NA,2,10,0,1,B,INH 10X MIC,b) 10µl single drop
4,3,3,NA,NA,2,10,0,1,B,INH 10X MIC,b) 10µl single drop
4,1,3,NA,NA,3,2.5,0,1,B,INH 10X MIC,d) 2.5µl single drop
4,2,3,NA,NA,3,2.5,0,1,B,INH 10X MIC,d) 2.5µl single drop
4,3,3,NA,NA,3,2.5,0,1,B,INH 10X MIC,d) 2.5µl single drop
0,1,7,69000,4.83884909073726,0,100,0,0,B,untreated,a) 100µl quad
0,2,7,54000,4.73239375982297,0,100,0,0,B,untreated,a) 100µl quad
0,3,7,34000,4.53147891704226,0,100,0,0,B,untreated,a) 100µl quad
0,1,7,70000,4.84509804001426,1,10,0,0,B,untreated,c ) 10µl 4 drops
0,2,7,100000,5,1,10,0,0,B,untreated,c ) 10µl 4 drops
0,3,7,110000,5.04139268515823,1,10,0,0,B,untreated,c ) 10µl 4 drops
0,1,7,40000,4.60205999132796,2,10,0,0,B,untreated,b) 10µl single drop
0,2,7,40000,4.60205999132796,2,10,0,0,B,untreated,b) 10µl single drop
0,3,7,40000,4.60205999132796,2,10,0,0,B,untreated,b) 10µl single drop
0,1,7,4000,3.60205999132796,3,2.5,0,0,B,untreated,d) 2.5µl single drop
0,2,7,3600,3.55630250076729,3,2.5,0,0,B,untreated,d) 2.5µl single drop
0,3,7,2800,3.44715803134222,3,2.5,0,0,B,untreated,d) 2.5µl single drop
1,1,7,5600,3.7481880270062,0,100,0,0,B,MXF 1X MIC,a) 100µl quad
1,2,7,5800,3.76342799356294,0,100,0,0,B,MXF 1X MIC,a) 100µl quad
1,3,7,2400,3.38021124171161,0,100,0,0,B,MXF 1X MIC,a) 100µl quad
1,1,7,7000,3.84509804001426,1,10,0,0,B,MXF 1X MIC,c ) 10µl 4 drops
1,2,7,7000,3.84509804001426,1,10,0,0,B,MXF 1X MIC,c ) 10µl 4 drops
1,3,7,6000,3.77815125038364,1,10,0,0,B,MXF 1X MIC,c ) 10µl 4 drops
1,1,7,5000,3.69897000433602,2,10,0,0,B,MXF 1X MIC,b) 10µl single drop
