dataset,organism,state,state_numeric,drug,dose_value,dose_unit,dose_xmic,unit_group,n0_log10,time_days,y_log10,censored,limit_log10,notes
kaur2024_apramycin,M. tuberculosis,planktonic,,amikacin,128.0,ug/mL,,kaur_kk_amikacin_128ugmL_r2,7.049218022670182,14.0,1.72,False,,"planktonic time-kill, days 0/3/7/14; dose in ug/mL as reported, MIC not given in the workbook so dose_xmic is NaN; n0_log10 is the replicate-index-matched Day 0 cell control, the single untreated baseline the sheet provides (replicate correspondence between that row and the treated arms is assumed by column index, it is not stated by the deposit); no limit of quantification stated anywhere in the deposit; limit_log10 left NaN, not guessed; cell is a 2-dp rounded entry, not a computed log10"
kaur2024_apramycin,M. tuberculosis,planktonic,,amikacin,128.0,ug/mL,,kaur_kk_amikacin_128ugmL_r3,7.033423755486949,14.0,1.88,False,,"planktonic time-kill, days 0/3/7/14; dose in ug/mL as reported, MIC not given in the workbook so dose_xmic is NaN; n0_log10 is the replicate-index-matched Day 0 cell control, the single untreated baseline the sheet provides (replicate correspondence between that row and the treated arms is assumed by column index, it is not stated by the deposit); no limit of quantification stated anywhere in the deposit; limit_log10 left NaN, not guessed; cell is a 2-dp rounded entry, not a computed log10"
kaur2024_apramycin,M. tuberculosis,planktonic,,amikacin,32.0,ug/mL,,kaur_kk_amikacin_32ugmL_r1,6.963787827345556,14.0,1.845098040014257,False,,"planktonic time-kill, days 0/3/7/14; dose in ug/mL as reported, MIC not given in the workbook so dose_xmic is NaN; n0_log10 is the replicate-index-matched Day 0 cell control, the single untreated baseline the sheet provides (replicate correspondence between that row and the treated arms is assumed by column index, it is not stated by the deposit); no limit of quantification stated anywhere in the deposit; limit_log10 left NaN, not guessed"
kaur2024_apramycin,M. tuberculosis,planktonic,,amikacin,32.0,ug/mL,,kaur_kk_amikacin_32ugmL_r2,7.049218022670182,14.0,1.7781512503836436,False,,"planktonic time-kill, days 0/3/7/14; dose in ug/mL as reported, MIC not given in the workbook so dose_xmic is NaN; n0_log10 is the replicate-index-matched Day 0 cell control, the single untreated baseline the sheet provides (replicate correspondence between that row and the treated arms is assumed by column index, it is not stated by the deposit); no limit of quantification stated anywhere in the deposit; limit_log10 left NaN, not guessed"
kaur2024_apramycin,M. tuberculosis,planktonic,,amikacin,32.0,ug/mL,,kaur_kk_amikacin_32ugmL_r3,7.033423755486949,14.0,1.954242509439325,False,,"planktonic time-kill, days 0/3/7/14; dose in ug/mL as reported, MIC not given in the workbook so dose_xmic is NaN; n0_log10 is the replicate-index-matched Day 0 cell control, the single untreated baseline the sheet provides (replicate correspondence between that row and the treated arms is assumed by column index, it is not stated by the deposit); no limit of quantification stated anywhere in the deposit; limit_log10 left NaN, not guessed"
kaur2024_apramycin,M. tuberculosis,planktonic,,amikacin,8.0,ug/mL,,kaur_kk_amikacin_8ugmL_r1,6.963787827345556,14.0,2.0791812460476247,False,,"planktonic time-kill, days 0/3/7/14; dose in ug/mL as reported, MIC not given in the workbook so dose_xmic is NaN; n0_log10 is the replicate-index-matched Day 0 cell control, the single untreated baseline the sheet provides (replicate correspondence between that row and the treated arms is assumed by column index, it is not stated by the deposit); no limit of quantification stated anywhere in the deposit; limit_log10 left NaN, not guessed"
kaur2024_apramycin,M. tuberculosis,planktonic,,amikacin,8.0,ug/mL,,kaur_kk_amikacin_8ugmL_r2,7.049218022670182,14.0,2.146128035678238,False,,"planktonic time-kill, days 0/3/7/14; dose in ug/mL as reported, MIC not given in the workbook so dose_xmic is NaN; n0_log10 is the replicate-index-matched Day 0 cell control, the single untreated baseline the sheet provides (replicate correspondence between that row and the treated arms is assumed by column index, it is not stated by the deposit); no limit of quantification stated anywhere in the deposit; limit_log10 left NaN, not guessed"
kaur2024_apramycin,M. tuberculosis,planktonic,,amikacin,8.0,ug/mL,,kaur_kk_amikacin_8ugmL_r3,7.033423755486949,14.0,2.041392685158225,False,,"planktonic time-kill, days 0/3/7/14; dose in ug/mL as reported, MIC not given in the workbook so dose_xmic is NaN; n0_log10 is the replicate-index-matched Day 0 cell control, the single untreated baseline the sheet provides (replicate correspondence between that row and the treated arms is assumed by column index, it is not stated by the deposit); no limit of quantification stated anywhere in the deposit; limit_log10 left NaN, not guessed"
kaur2024_apramycin,M. tuberculosis,planktonic,,amikacin,4.0,ug/mL,,kaur_kk_amikacin_4ugmL_r1,6.963787827345556,14.0,2.15,False,,"planktonic time-kill, days 0/3/7/14; dose in ug/mL as reported, MIC not given in the workbook so dose_xmic is NaN; n0_log10 is the replicate-index-matched Day 0 cell control, the single untreated baseline the sheet provides (replicate correspondence between that row and the treated arms is assumed by column index, it is not stated by the deposit); no limit of quantification stated anywhere in the deposit; limit_log10 left NaN, not guessed; cell is a 2-dp rounded entry, not a computed log10"
kaur2024_apramycin,M. tuberculosis,planktonic,,amikacin,4.0,ug/mL,,kaur_kk_amikacin_4ugmL_r2,7.049218022670182,14.0,2.4,False,,"planktonic time-kill, days 0/3/7/14; dose in ug/mL as reported, MIC not given in the workbook so dose_xmic is NaN; n0_log10 is the replicate-index-matched Day 0 cell control, the single untreated baseline the sheet provides (replicate correspondence between that row and the treated arms is assumed by column index, it is not stated by the deposit); no limit of quantification stated anywhere in the deposit; limit_log10 left NaN, not guessed; cell is a 2-dp rounded entry, not a computed log10"
kaur2024_apramycin,M. tuberculosis,planktonic,,amikacin,4.0,ug/mL,,kaur_kk_amikacin_4ugmL_r3,7.033423755486949,14.0,2.9,False,,"planktonic time-kill, days 0/3/7/14; dose in ug/mL as reported, MIC not given in the workbook so dose_xmic is NaN; n0_log10 is the replicate-index-matched Day 0 cell control, the single untreated baseline the sheet provides (replicate correspondence between that row and the treated arms is assumed by column index, it is not stated by the deposit); no limit of quantification stated anywhere in the deposit; limit_log10 left NaN, not guessed; cell is a 2-dp rounded entry, not a computed log10"
kaur2024_apramycin,M. tuberculosis,planktonic,,amikacin,1.0,ug/mL,,kaur_kk_amikacin_1ugmL_r1,6.963787827345556,14.0,6.55,False,,"planktonic time-kill, days 0/3/7/14; dose in ug/mL as reported, MIC not given in the workbook so dose_xmic is NaN; n0_log10 is the replicate-index-matched Day 0 cell control, the single untreated baseline the sheet provides (replicate correspondence between that row and the treated arms is assumed by column index, it is not stated by the deposit); no limit of quantification stated anywhere in the deposit; limit_log10 left NaN, not guessed; cell is a 2-dp rounded entry, not a computed log10"
kaur2024_apramycin,M. tuberculosis,planktonic,,amikacin,1.0,ug/mL,,kaur_kk_amikacin_1ugmL_r2,7.049218022670182,14.0,6.95,False,,"planktonic time-kill, days 0/3/7/14; dose in ug/mL as reported, MIC not given in the workbook so dose_xmic is NaN; n0_log10 is the replicate-index-matched Day 0 cell control, the single untreated baseline the sheet provides (replicate correspondence between that row and the treated arms is assumed by column index, it is not stated by the deposit); no limit of quantification stated anywhere in the deposit; limit_log10 left NaN, not guessed; cell is a 2-dp rounded entry, not a computed log10"
kaur2024_apramycin,M. tuberculosis,planktonic,,amikacin,1.0,ug/mL,,kaur_kk_amikacin_1ugmL_r3,7.033423755486949,14.0,6.95,False,,"planktonic time-kill, days 0/3/7/14; dose in ug/mL as reported, MIC not given in the workbook so dose_xmic is NaN; n0_log10 is the replicate-index-matched Day 0 cell control, the single untreated baseline the sheet provides (replicate correspondence between that row and the treated arms is assumed by column index, it is not stated by the deposit); no limit of quantification stated anywhere in the deposit; limit_log10 left NaN, not guessed; cell is a 2-dp rounded entry, not a computed log10"
kaur2024_apramycin,M. tuberculosis,planktonic,,none,,,,kaur_kk_none_untreated_r1,6.963787827345556,14.0,9.1,False,,"planktonic time-kill, days 0/3/7/14; dose in ug/mL as reported, MIC not given in the workbook so dose_xmic is NaN; n0_log10 is the replicate-index-matched Day 0 cell control, the single untreated baseline the sheet provides (replicate correspondence between that row and the treated arms is assumed by column index, it is not stated by the deposit); no limit of quantification stated anywhere in the deposit; limit_log10 left NaN, not guessed; cell is a 2-dp rounded entry, not a computed log10; untreated cell control"
kaur2024_apramycin,M. tuberculosis,planktonic,,none,,,,kaur_kk_none_untreated_r2,7.049218022670182,14.0,9.4,False,,"planktonic time-kill, days 0/3/7/14; dose in ug/mL as reported, MIC not given in the workbook so dose_xmic is NaN; n0_log10 is the replicate-index-matched Day 0 cell control, the single untreated baseline the sheet provides (replicate correspondence between that row and the treated arms is assumed by column index, it is not stated by the deposit); no limit of quantification stated anywhere in the deposit; limit_log10 left NaN, not guessed; cell is a 2-dp rounded entry, not a computed log10; untreated cell control"
kaur2024_apramycin,M. tuberculosis,planktonic,,none,,,,kaur_kk_none_untreated_r3,7.033423755486949,14.0,9.55,False,,"planktonic time-kill, days 0/3/7/14; dose in ug/mL as reported, MIC not given in the workbook so dose_xmic is NaN; n0_log10 is the replicate-index-matched Day 0 cell control, the single untreated baseline the sheet provides (replicate correspondence between that row and the treated arms is assumed by column index, it is not stated by the deposit); no limit of quantification stated anywhere in the deposit; limit_log10 left NaN, not guessed; cell is a 2-dp rounded entry, not a computed log10; untreated cell control"
kaur2024_apramycin,M. tuberculosis,intracellular,,none,,,,kaur_ic_none_untreated_r1,5.982271233039568,0.0,5.982271233039568,False,,"intracellular (macrophage) killing, days 0/3/7; dose in ug/mL as reported, MIC not given so dose_xmic is NaN; n0_log10 is the replicate-index-matched Day 0 cell control (correspondence assumed by column index, not stated); apramycin and amikacin were tested over different concentration ladders, so this sheet is not a dose-matched drug comparison; no limit of quantification stated anywhere in the deposit; limit_log10 left NaN, not guessed; untreated cell control at t=0; this single day-0 row is the only baseline in the sheet and is shared by every arm"
kaur2024_apramycin,M. tuberculosis,intracellular,,none,,,,kaur_ic_none_untreated_r2,5.944482672150168,0.0,5.944482672150168,False,,"intracellular (macrophage) killing, days 0/3/7; dose in ug/mL as reported, MIC not given so dose_xmic is NaN; n0_log10 is the replicate-index-matched Day 0 cell control (correspondence assumed by column index, not stated); apramycin and amikacin were tested over different concentration ladders, so this sheet is not a dose-matched drug comparison; no limit of quantification stated anywhere in the deposit; limit_log10 left NaN, not guessed; untreated cell control at t=0; this single day-0 row is the only baseline in the sheet and is shared by every arm"
kaur2024_apramycin,M. tuberculosis,intracellular,,none,,,,kaur_ic_none_untreated_r3,5.924279286061882,0.0,5.924279286061882,False,,"intracellular (macrophage) killing, days 0/3/7; dose in ug/mL as reported, MIC not given so dose_xmic is NaN; n0_log10 is the replicate-index-matched Day 0 cell control (correspondence assumed by column index, not stated); apramycin and amikacin were tested over different concentration ladders, so this sheet is not a dose-matched drug comparison; no limit of quantification stated anywhere in the deposit; limit_log10 left NaN, not guessed; untreated cell control at t=0; this single day-0 row is the only baseline in the sheet and is shared by every arm"
kaur2024_apramycin,M. tuberculosis,intracellular,,apramycin,32.0,ug/mL,,kaur_ic_apramycin_32ugmL_r1,5.982271233039568,3.0,4.778151250383644,False,,"intracellular (macrophage) killing, days 0/3/7; dose in ug/mL as reported, MIC not given so dose_xmic is NaN; n0_log10 is the replicate-index-matched Day 0 cell control (correspondence assumed by column index, not stated); apramycin and amikacin were tested over different concentration ladders, so this sheet is not a dose-matched drug comparison; no limit of quantification stated anywhere in the deposit; limit_log10 left NaN, not guessed"
kaur2024_apramycin,M. tuberculosis,intracellular,,apramycin,32.0,ug/mL,,kaur_ic_apramycin_32ugmL_r2,5.944482672150168,3.0,4.643452676486188,False,,"intracellular (macrophage) killing, days 0/3/7; dose in ug/mL as reported, MIC not given so dose_xmic is NaN; n0_log10 is the replicate-index-matched Day 0 cell control (correspondence assumed by column index, not stated); apramycin and amikacin were tested over different concentration ladders, so this sheet is not a dose-matched drug comparison; no limit of quantification stated anywhere in the deposit; limit_log10 left NaN, not guessed"
kaur2024_apramycin,M. tuberculosis,intracellular,,apramycin,32.0,ug/mL,,kaur_ic_apramycin_32ugmL_r3,5.924279286061882,3.0,4.748188027006201,False,,"intracellular (macrophage) killing, days 0/3/7; dose in ug/mL as reported, MIC not given so dose_xmic is NaN; n0_log10 is the replicate-index-matched Day 0 cell control (correspondence assumed by column index, not stated); apramycin and amikacin were tested over different concentration ladders, so this sheet is not a dose-matched drug comparison; no limit of quantification stated anywhere in the deposit; limit_log10 left NaN, not guessed"
kaur2024_apramycin,M. tuberculosis,intracellular,,apramycin,16.0,ug/mL,,kaur_ic_apramycin_16ugmL_r1,5.982271233039568,3.0,4.982271233039568,False,,"intracellular (macrophage) killing, days 0/3/7; dose in ug/mL as reported, MIC not given so dose_xmic is NaN; n0_log10 is the replicate-index-matched Day 0 cell control (correspondence assumed by column index, not stated); apramycin and amikacin were tested over different concentration ladders, so this sheet is not a dose-matched drug comparison; no limit of quantification stated anywhere in the deposit; limit_log10 left NaN, not guessed"
kaur2024_apramycin,M. tuberculosis,intracellular,,apramycin,16.0,ug/mL,,kaur_ic_apramycin_16ugmL_r2,5.944482672150168,3.0,4.857332496431268,False,,"intracellular (macrophage) killing, days 0/3/7; dose in ug/mL as reported, MIC not given so dose_xmic is NaN; n0_log10 is the replicate-index-matched Day 0 cell control (correspondence assumed by column index, not stated); apramycin and amikacin were tested over different concentration ladders, so this sheet is not a dose-matched drug comparison; no limit of quantification stated anywhere in the deposit; limit_log10 left NaN, not guessed"
kaur2024_apramycin,M. tuberculosis,intracellular,,apramycin,16.0,ug/mL,,kaur_ic_apramycin_16ugmL_r3,5.924279286061882,3.0,5.0,False,,"intracellular (macrophage) killing, days 0/3/7; dose in ug/mL as reported, MIC not given so dose_xmic is NaN; n0_log10 is the replicate-index-matched Day 0 cell control (correspondence assumed by column index, not stated); apramycin and amikacin were tested over different concentration ladders, so this sheet is not a dose-matched drug comparison; no limit of quantification stated anywhere in the deposit; limit_log10 left NaN, not guessed; cell is a 2-dp rounded entry, not a computed log10"
kaur2024_apramycin,M. tuberculosis,intracellular,,apramycin,8.0,ug/mL,,kaur_ic_apramycin_8ugmL_r1,5.982271233039568,3.0,4.982271233039568,False,,"intracellular (macrophage) killing, days 0/3/7; dose in ug/mL as reported, MIC not given so dose_xmic is NaN; n0_log10 is the replicate-index-matched Day 0 cell control (correspondence assumed by column index, not stated); apramycin and amikacin were tested over different concentration ladders, so this sheet is not a dose-matched drug comparison; no limit of quantification stated anywhere in the deposit; limit_log10 left NaN, not guessed"
kaur2024_apramycin,M. tuberculosis,intracellular,,apramycin,8.0,ug/mL,,kaur_ic_apramycin_8ugmL_r2,5.944482672150168,3.0,5.079181246047625,False,,"intracellular (macrophage) killing, days 0/3/7; dose in ug/mL as reported, MIC not given so dose_xmic is NaN; n0_log10 is the replicate-index-matched Day 0 cell control (correspondence assumed by column index, not stated); apramycin and amikacin were tested over different concentration ladders, so this sheet is not a dose-matched drug comparison; no limit of quantification stated anywhere in the deposit; limit_log10 left NaN, not guessed"
kaur2024_apramycin,M. tuberculosis,intracellular,,apramycin,8.0,ug/mL,,kaur_ic_apramycin_8ugmL_r3,5.924279286061882,3.0,4.924279286061882,False,,"intracellular (macrophage) killing, days 0/3/7; dose in ug/mL as reported, MIC not given so dose_xmic is NaN; n0_log10 is the replicate-index-matched Day 0 cell control (correspondence assumed by column index, not stated); apramycin and amikacin were tested over different concentration ladders, so this sheet is not a dose-matched drug comparison; no limit of quantification stated anywhere in the deposit; limit_log10 left NaN, not guessed"
kaur2024_apramycin,M. tuberculosis,intracellular,,apramycin,4.0,ug/mL,,kaur_ic_apramycin_4ugmL_r1,5.982271233039568,3.0,5.283301228703549,False,,"intracellular (macrophage) killing, days 0/3/7; dose in ug/mL as reported, MIC not given so dose_xmic is NaN; n0_log10 is the replicate-index-matched Day 0 cell control (correspondence assumed by column index, not stated); apramycin and amikacin were tested over different concentration ladders, so this sheet is not a dose-matched drug comparison; no limit of quantification stated anywhere in the deposit; limit_log10 left NaN, not guessed"
kaur2024_apramycin,M. tuberculosis,intracellular,,apramycin,4.0,ug/mL,,kaur_ic_apramycin_4ugmL_r2,5.944482672150168,3.0,5.193124598354461,False,,"intracellular (macrophage) killing, days 0/3/7; dose in ug/mL as reported, MIC not given so dose_xmic is NaN; n0_log10 is the replicate-index-matched Day 0 cell control (correspondence assumed by column index, not stated); apramycin and amikacin were tested over different concentration ladders, so this sheet is not a dose-matched drug comparison; no limit of quantification stated anywhere in the deposit; limit_log10 left NaN, not guessed"
kaur2024_apramycin,M. tuberculosis,intracellular,,apramycin,4.0,ug/mL,,kaur_ic_apramycin_4ugmL_r3,5.924279286061882,3.0,5.235528446907549,False,,"intracellular (macrophage) killing, days 0/3/7; dose in ug/mL as reported, MIC not given so dose_xmic is NaN; n0_log10 is the replicate-index-matched Day 0 cell control (correspondence assumed by column index, not stated); apramycin and amikacin were tested over different concentration ladders, so this sheet is not a dose-matched drug comparison; no limit of quantification stated anywhere in the deposit; limit_log10 left NaN, not guessed"
kaur2024_apramycin,M. tuberculosis,intracellular,,apramycin,2.0,ug/mL,,kaur_ic_apramycin_2ugmL_r1,5.982271233039568,3.0,5.6020599913279625,False,,"intracellular (macrophage) killing, days 0/3/7; dose in ug/mL as reported, MIC not given so dose_xmic is NaN; n0_log10 is the replicate-index-matched Day 0 cell control (correspondence assumed by column index, not stated); apramycin and amikacin were tested over different concentration ladders, so this sheet is not a dose-matched drug comparison; no limit of quantification stated anywhere in the deposit; limit_log10 left NaN, not guessed"
kaur2024_apramycin,M. tuberculosis,intracellular,,apramycin,2.0,ug/mL,,kaur_ic_apramycin_2ugmL_r2,5.944482672150168,3.0,5.681241237375588,False,,"intracellular (macrophage) killing, days 0/3/7; dose in ug/mL as reported, MIC not given so dose_xmic is NaN; n0_log10 is the replicate-index-matched Day 0 cell control (correspondence assumed by column index, not stated); apramycin and amikacin were tested over different concentration ladders, so this sheet is not a dose-matched drug comparison; no limit of quantification stated anywhere in the deposit; limit_log10 left NaN, not guessed"
kaur2024_apramycin,M. tuberculosis,intracellular,,apramycin,2.0,ug/mL,,kaur_ic_apramycin_2ugmL_r3,5.924279286061882,3.0,5.301029995663981,False,,"intracellular (macrophage) killing, days 0/3/7; dose in ug/mL as reported, MIC not given so dose_xmic is NaN; n0_log10 is the replicate-index-matched Day 0 cell control (correspondence assumed by column index, not stated); apramycin and amikacin were tested over different concentration ladders, so this sheet is not a dose-matched drug comparison; no limit of quantification stated anywhere in the deposit; limit_log10 left NaN, not guessed"
kaur2024_apramycin,M. tuberculosis,intracellular,,apramycin,1.0,ug/mL,,kaur_ic_apramycin_1ugmL_r1,5.982271233039568,3.0,5.6020599913279625,False,,"intracellular (macrophage) killing, days 0/3/7; dose in ug/mL as reported, MIC not given so dose_xmic is NaN; n0_log10 is the replicate-index-matched Day 0 cell control (correspondence assumed by column index, not stated); apramycin and amikacin were tested over different concentration ladders, so this sheet is not a dose-matched drug comparison; no limit of quantification stated anywhere in the deposit; limit_log10 left NaN, not guessed"
kaur2024_apramycin,M. tuberculosis,intracellular,,apramycin,1.0,ug/mL,,kaur_ic_apramycin_1ugmL_r2,5.944482672150168,3.0,5.7160033436347994,False,,"intracellular (macrophage) killing, days 0/3/7; dose in ug/mL as reported, MIC not given so dose_xmic is NaN; n0_log10 is the replicate-index-matched Day 0 cell control (correspondence assumed by column index, not stated); apramycin and amikacin were tested over different concentration ladders, so this sheet is not a dose-matched drug comparison; no limit of quantification stated anywhere in the deposit; limit_log10 left NaN, not guessed"
kaur2024_apramycin,M. tuberculosis,intracellular,,apramycin,1.0,ug/mL,,kaur_ic_apramycin_1ugmL_r3,5.924279286061882,3.0,5.748188027006201,False,,"intracellular (macrophage) killing, days 0/3/7; dose in ug/mL as reported, MIC not given so dose_xmic is NaN; n0_log10 is the replicate-index-matched Day 0 cell control (correspondence assumed by column index, not stated); apramycin and amikacin were tested over different concentration ladders, so this sheet is not a dose-matched drug comparison; no limit of quantification stated anywhere in the deposit; limit_log10 left NaN, not guessed"
kaur2024_apramycin,M. tuberculosis,intracellular,,amikacin,128.0,ug/mL,,kaur_ic_amikacin_128ugmL_r1,5.982271233039568,3.0,5.982271233039568,False,,"intracellular (macrophage) killing, days 0/3/7; dose in ug/mL as reported, MIC not given so dose_xmic is NaN; n0_log10 is the replicate-index-matched Day 0 cell control (correspondence assumed by column index, not stated); apramycin and amikacin were tested over different concentration ladders, so this sheet is not a dose-matched drug comparison; no limit of quantification stated anywhere in the deposit; limit_log10 left NaN, not guessed"
kaur2024_apramycin,M. tuberculosis,intracellular,,amikacin,128.0,ug/mL,,kaur_ic_amikacin_128ugmL_r2,5.944482672150168,3.0,5.832508912706237,False,,"intracellular (macrophage) killing, days 0/3/7; dose in ug/mL as reported, MIC not given so dose_xmic is NaN; n0_log10 is the replicate-index-matched Day 0 cell control (correspondence assumed by column index, not stated); apramycin and amikacin were tested over different concentration ladders, so this sheet is not a dose-matched drug comparison; no limit of quantification stated anywhere in the deposit; limit_log10 left NaN, not guessed"
kaur2024_apramycin,M. tuberculosis,intracellular,,amikacin,128.0,ug/mL,,kaur_ic_amikacin_128ugmL_r3,5.924279286061882,3.0,5.963787827345556,False,,"intracellular (macrophage) killing, days 0/3/7; dose in ug/mL as reported, MIC not given so dose_xmic is NaN; n0_log10 is the replicate-index-matched Day 0 cell control (correspondence assumed by column index, not stated); apramycin and amikacin were tested over different concentration ladders, so this sheet is not a dose-matched drug comparison; no limit of quantification stated anywhere in the deposit; limit_log10 left NaN, not guessed"
kaur2024_apramycin,M. tuberculosis,intracellular,,amikacin,64.0,ug/mL,,kaur_ic_amikacin_64ugmL_r1,5.982271233039568,3.0,6.0,False,,"intracellular (macrophage) killing, days 0/3/7; dose in ug/mL as reported, MIC not given so dose_xmic is NaN; n0_log10 is the replicate-index-matched Day 0 cell control (correspondence assumed by column index, not stated); apramycin and amikacin were tested over different concentration ladders, so this sheet is not a dose-matched drug comparison; no limit of quantification stated anywhere in the deposit; limit_log10 left NaN, not guessed; cell is a 2-dp rounded entry, not a computed log10"
kaur2024_apramycin,M. tuberculosis,intracellular,,amikacin,64.0,ug/mL,,kaur_ic_amikacin_64ugmL_r2,5.944482672150168,3.0,6.079181246047625,False,,"intracellular (macrophage) killing, days 0/3/7; dose in ug/mL as reported, MIC not given so dose_xmic is NaN; n0_log10 is the replicate-index-matched Day 0 cell control (correspondence assumed by column index, not stated); apramycin and amikacin were tested over different concentration ladders, so this sheet is not a dose-matched drug comparison; no limit of quantification stated anywhere in the deposit; limit_log10 left NaN, not guessed"
kaur2024_apramycin,M. tuberculosis,intracellular,,amikacin,64.0,ug/mL,,kaur_ic_amikacin_64ugmL_r3,5.924279286061882,3.0,6.093421685162235,False,,"intracellular (macrophage) killing, days 0/3/7; dose in ug/mL as reported, MIC not given so dose_xmic is NaN; n0_log10 is the replicate-index-matched Day 0 cell control (correspondence assumed by column index, not stated); apramycin and amikacin were tested over different concentration ladders, so this sheet is not a dose-matched drug comparison; no limit of quantification stated anywhere in the deposit; limit_log10 left NaN, not guessed"
kaur2024_apramycin,M. tuberculosis,intracellular,,amikacin,32.0,ug/mL,,kaur_ic_amikacin_32ugmL_r1,5.982271233039568,3.0,6.146128035678238,False,,"intracellular (macrophage) killing, days 0/3/7; dose in ug/mL as reported, MIC not given so dose_xmic is NaN; n0_log10 is the replicate-index-matched Day 0 cell control (correspondence assumed by column index, not stated); apramycin and amikacin were tested over different concentration ladders, so this sheet is not a dose-matched drug comparison; no limit of quantification stated anywhere in the deposit; limit_log10 left NaN, not guessed"
kaur2024_apramycin,M. tuberculosis,intracellular,,amikacin,32.0,ug/mL,,kaur_ic_amikacin_32ugmL_r2,5.944482672150168,3.0,6.093421685162235,False,,"intracellular (macrophage) killing, days 0/3/7; dose in ug/mL as reported, MIC not given so dose_xmic is NaN; n0_log10 is the replicate-index-matched Day 0 cell control (correspondence assumed by column index, not stated); apramycin and amikacin were tested over different concentration ladders, so this sheet is not a dose-matched drug comparison; no limit of quantification stated anywhere in the deposit; limit_log10 left NaN, not guessed"
kaur2024_apramycin,M. tuberculosis,intracellular,,amikacin,32.0,ug/mL,,kaur_ic_amikacin_32ugmL_r3,5.924279286061882,3.0,6.133538908370218,False,,"intracellular (macrophage) killing, days 0/3/7; dose in ug/mL as reported, MIC not given so dose_xmic is NaN; n0_log10 is the replicate-index-matched Day 0 cell control (correspondence assumed by column index, not stated); apramycin and amikacin were tested over different concentration ladders, so this sheet is not a dose-matched drug comparison; no limit of quantification stated anywhere in the deposit; limit_log10 left NaN, not guessed"
kaur2024_apramycin,M. tuberculosis,intracellular,,amikacin,16.0,ug/mL,,kaur_ic_amikacin_16ugmL_r1,5.982271233039568,3.0,6.181843587944773,False,,"intracellular (macrophage) killing, days 0/3/7; dose in ug/mL as reported, MIC not given so dose_xmic is NaN; n0_log10 is the replicate-index-matched Day 0 cell control (correspondence assumed by column index, not stated); apramycin and amikacin were tested over different concentration ladders, so this sheet is not a dose-matched drug comparison; no limit of quantification stated anywhere in the deposit; limit_log10 left NaN, not guessed"
kaur2024_apramycin,M. tuberculosis,intracellular,,amikacin,16.0,ug/mL,,kaur_ic_amikacin_16ugmL_r2,5.944482672150168,3.0,6.1702617153949575,False,,"intracellular (macrophage) killing, days 0/3/7; dose in ug/mL as reported, MIC not given so dose_xmic is NaN; n0_log10 is the replicate-index-matched Day 0 cell control (correspondence assumed by column index, not stated); apramycin and amikacin were tested over different concentration ladders, so this sheet is not a dose-matched drug comparison; no limit of quantification stated anywhere in the deposit; limit_log10 left NaN, not guessed"
kaur2024_apramycin,M. tuberculosis,intracellular,,amikacin,16.0,ug/mL,,kaur_ic_amikacin_16ugmL_r3,5.924279286061882,3.0,6.093421685162235,False,,"intracellular (macrophage) killing, days 0/3/7; dose in ug/mL as reported, MIC not given so dose_xmic is NaN; n0_log10 is the replicate-index-matched Day 0 cell control (correspondence assumed by column index, not stated); apramycin and amikacin were tested over different concentration ladders, so this sheet is not a dose-matched drug comparison; no limit of quantification stated anywhere in the deposit; limit_log10 left NaN, not guessed"
kaur2024_apramycin,M. tuberculosis,intracellular,,amikacin,8.0,ug/mL,,kaur_ic_amikacin_8ugmL_r1,5.982271233039568,3.0,6.214843848047698,False,,"intracellular (macrophage) killing, days 0/3/7; dose in ug/mL as reported, MIC not given so dose_xmic is NaN; n0_log10 is the replicate-index-matched Day 0 cell control (correspondence assumed by column index, not stated); apramycin and amikacin were tested over different concentration ladders, so this sheet is not a dose-matched drug comparison; no limit of quantification stated anywhere in the deposit; limit_log10 left NaN, not guessed"
kaur2024_apramycin,M. tuberculosis,intracellular,,amikacin,8.0,ug/mL,,kaur_ic_amikacin_8ugmL_r2,5.944482672150168,3.0,6.264817823009537,False,,"intracellular (macrophage) killing, days 0/3/7; dose in ug/mL as reported, MIC not given so dose_xmic is NaN; n0_log10 is the replicate-index-matched Day 0 cell control (correspondence assumed by column index, not stated); apramycin and amikacin were tested over different concentration ladders, so this sheet is not a dose-matched drug comparison; no limit of quantification stated anywhere in the deposit; limit_log10 left NaN, not guessed"
kaur2024_apramycin,M. tuberculosis,intracellular,,amikacin,8.0,ug/mL,,kaur_ic_amikacin_8ugmL_r3,5.924279286061882,3.0,6.27415784926368,False,,"intracellular (macrophage) killing, days 0/3/7; dose in ug/mL as reported, MIC not given so dose_xmic is NaN; n0_log10 is the replicate-index-matched Day 0 cell control (correspondence assumed by column index, not stated); apramycin and amikacin were tested over different concentration ladders, so this sheet is not a dose-matched drug comparison; no limit of quantification stated anywhere in the deposit; limit_log10 left NaN, not guessed"
kaur2024_apramycin,M. tuberculosis,intracellular,,amikacin,4.0,ug/mL,,kaur_ic_amikacin_4ugmL_r1,5.982271233039568,3.0,6.2552725051033065,False,,"intracellular (macrophage) killing, days 0/3/7; dose in ug/mL as reported, MIC not given so dose_xmic is NaN; n0_log10 is the replicate-index-matched Day 0 cell control (correspondence assumed by column index, not stated); apramycin and amikacin were tested over different concentration ladders, so this sheet is not a dose-matched drug comparison; no limit of quantification stated anywhere in the deposit; limit_log10 left NaN, not guessed"
