bql_arm,deposit,state_label,drug,dose_value,dose_unit,n0_stratum,plated_volume_uL,limit_log10,V_mL,P_T_ext_infinite,n_series,b_tail_median_log10_per_day,b_tail_q05_log10_per_day,b_tail_q95_log10_per_day,b_tail_identified,censored_fraction,H_log10_cells,Delta_median_days,Delta_q05_days,Delta_q95_days,Delta_units,T_ext_0368_days,T_ext_p95_days,T_ext_p99_days,extrapolation_depth_log10,terminal_variant,rate_units,V_source,scale_tag
censored,kaur,intracellular,apramycin,4.0,ug/mL,observed,10.0,2.0,10.0,0.13333333333333333,3,0.06296585007221944,-0.07704598473892274,0.1995672421402987,True,0.0,3.0,,,,"days, conditional on b_tail>0, mean is undefined",,,,2.0,decelerating,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,kaur,intracellular,apramycin,4.0,ug/mL,observed,10.0,2.0,10.0,0.13333333333333333,3,0.06296585007221944,-0.07704598473892274,0.1995672421402987,True,0.0,3.0,,,,"days, conditional on b_tail>0, mean is undefined",,,,2.0,plateau,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,kaur,intracellular,apramycin,4.0,ug/mL,observed,10.0,2.0,100.0,0.13333333333333333,3,0.06296585007221944,-0.07704598473892274,0.1995672421402987,True,0.0,4.0,55.06577669133827,18.6253136432304,286.3659541823048,"days, conditional on b_tail>0, mean is undefined",104.16628734485477,121.92416617537803,131.66915692818168,3.0,linear,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,kaur,intracellular,apramycin,4.0,ug/mL,observed,10.0,2.0,100.0,0.13333333333333333,3,0.06296585007221944,-0.07704598473892274,0.1995672421402987,True,0.0,4.0,,,,"days, conditional on b_tail>0, mean is undefined",,,,3.0,decelerating,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,kaur,intracellular,apramycin,4.0,ug/mL,observed,10.0,2.0,100.0,0.13333333333333333,3,0.06296585007221944,-0.07704598473892274,0.1995672421402987,True,0.0,4.0,,,,"days, conditional on b_tail>0, mean is undefined",,,,3.0,plateau,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,kaur,intracellular,apramycin,4.0,ug/mL,observed,10.0,2.0,1000.0,0.13333333333333333,3,0.06296585007221944,-0.07704598473892274,0.1995672421402987,True,0.0,5.0,68.83222086417284,23.281642054038,357.95744272788096,"days, conditional on b_tail>0, mean is undefined",117.93273151768932,135.6906103482126,145.43560110101623,4.0,linear,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,kaur,intracellular,apramycin,4.0,ug/mL,observed,10.0,2.0,1000.0,0.13333333333333333,3,0.06296585007221944,-0.07704598473892274,0.1995672421402987,True,0.0,5.0,,,,"days, conditional on b_tail>0, mean is undefined",,,,4.0,decelerating,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,kaur,intracellular,apramycin,4.0,ug/mL,observed,10.0,2.0,1000.0,0.13333333333333333,3,0.06296585007221944,-0.07704598473892274,0.1995672421402987,True,0.0,5.0,,,,"days, conditional on b_tail>0, mean is undefined",,,,4.0,plateau,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,kaur,intracellular,apramycin,4.0,ug/mL,observed,2.5,2.6020599913279625,1.0,0.13333333333333333,3,0.06296585007221944,-0.07704598473892274,0.1995672421402987,True,0.0,2.6020599913279625,35.82111360498279,12.116045864246168,186.28534806405793,"days, conditional on b_tail>0, mean is undefined",76.63339899918563,94.3912778297089,104.13626858251253,1.0,linear,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,kaur,intracellular,apramycin,4.0,ug/mL,observed,2.5,2.6020599913279625,1.0,0.13333333333333333,3,0.06296585007221944,-0.07704598473892274,0.1995672421402987,True,0.0,2.6020599913279625,16.838811457052618,16.838811457052618,16.838811457052618,"days, conditional on b_tail>0, mean is undefined",,,,1.0,decelerating,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,kaur,intracellular,apramycin,4.0,ug/mL,observed,2.5,2.6020599913279625,1.0,0.13333333333333333,3,0.06296585007221944,-0.07704598473892274,0.1995672421402987,True,0.0,2.6020599913279625,,,,"days, conditional on b_tail>0, mean is undefined",,,,1.0,plateau,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,kaur,intracellular,apramycin,4.0,ug/mL,observed,2.5,2.6020599913279625,10.0,0.13333333333333333,3,0.06296585007221944,-0.07704598473892274,0.1995672421402987,True,0.0,3.6020599913279625,49.58755777781736,16.772374275053767,257.8768366096341,"days, conditional on b_tail>0, mean is undefined",90.3998431720202,108.15772200254347,117.9027127553471,2.0,linear,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,kaur,intracellular,apramycin,4.0,ug/mL,observed,2.5,2.6020599913279625,10.0,0.13333333333333333,3,0.06296585007221944,-0.07704598473892274,0.1995672421402987,True,0.0,3.6020599913279625,,,,"days, conditional on b_tail>0, mean is undefined",,,,2.0,decelerating,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,kaur,intracellular,apramycin,4.0,ug/mL,observed,2.5,2.6020599913279625,10.0,0.13333333333333333,3,0.06296585007221944,-0.07704598473892274,0.1995672421402987,True,0.0,3.6020599913279625,,,,"days, conditional on b_tail>0, mean is undefined",,,,2.0,plateau,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,kaur,intracellular,apramycin,4.0,ug/mL,observed,2.5,2.6020599913279625,100.0,0.13333333333333333,3,0.06296585007221944,-0.07704598473892274,0.1995672421402987,True,0.0,4.6020599913279625,63.35400195065193,21.428702685861367,329.4683251552103,"days, conditional on b_tail>0, mean is undefined",104.16628734485477,121.92416617537803,131.66915692818168,3.0,linear,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,kaur,intracellular,apramycin,4.0,ug/mL,observed,2.5,2.6020599913279625,100.0,0.13333333333333333,3,0.06296585007221944,-0.07704598473892274,0.1995672421402987,True,0.0,4.6020599913279625,,,,"days, conditional on b_tail>0, mean is undefined",,,,3.0,decelerating,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,kaur,intracellular,apramycin,4.0,ug/mL,observed,2.5,2.6020599913279625,100.0,0.13333333333333333,3,0.06296585007221944,-0.07704598473892274,0.1995672421402987,True,0.0,4.6020599913279625,,,,"days, conditional on b_tail>0, mean is undefined",,,,3.0,plateau,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,kaur,intracellular,apramycin,4.0,ug/mL,observed,2.5,2.6020599913279625,1000.0,0.13333333333333333,3,0.06296585007221944,-0.07704598473892274,0.1995672421402987,True,0.0,5.6020599913279625,77.1204461234865,26.085031096668967,401.0598137007865,"days, conditional on b_tail>0, mean is undefined",117.93273151768932,135.6906103482126,145.43560110101623,4.0,linear,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,kaur,intracellular,apramycin,4.0,ug/mL,observed,2.5,2.6020599913279625,1000.0,0.13333333333333333,3,0.06296585007221944,-0.07704598473892274,0.1995672421402987,True,0.0,5.6020599913279625,,,,"days, conditional on b_tail>0, mean is undefined",,,,4.0,decelerating,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,kaur,intracellular,apramycin,4.0,ug/mL,observed,2.5,2.6020599913279625,1000.0,0.13333333333333333,3,0.06296585007221944,-0.07704598473892274,0.1995672421402987,True,0.0,5.6020599913279625,,,,"days, conditional on b_tail>0, mean is undefined",,,,4.0,plateau,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,kaur,intracellular,apramycin,8.0,ug/mL,observed,100.0,1.0,1.0,0.06666666666666667,3,0.1344433665511275,0.0023386859605572484,0.25981579147967787,True,0.0,1.0,7.1369380040322685,3.7767038678961007,31.32615675575169,"days, conditional on b_tail>0, mean is undefined",40.41623050438327,49.61040821306334,54.6558969004124,1.0,linear,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,kaur,intracellular,apramycin,8.0,ug/mL,observed,100.0,1.0,1.0,0.06666666666666667,3,0.1344433665511275,0.0023386859605572484,0.25981579147967787,True,0.0,1.0,15.30888703669773,5.274478939884759,27.297722989311495,"days, conditional on b_tail>0, mean is undefined",,,,1.0,decelerating,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,kaur,intracellular,apramycin,8.0,ug/mL,observed,100.0,1.0,1.0,0.06666666666666667,3,0.1344433665511275,0.0023386859605572484,0.25981579147967787,True,0.0,1.0,,,,"days, conditional on b_tail>0, mean is undefined",,,,1.0,plateau,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,kaur,intracellular,apramycin,8.0,ug/mL,observed,100.0,1.0,10.0,0.06666666666666667,3,0.1344433665511275,0.0023386859605572484,0.25981579147967787,True,0.0,2.0,14.273876008064537,7.553407735792201,62.65231351150338,"days, conditional on b_tail>0, mean is undefined",47.54383483988006,56.73801254856012,61.783501235909185,2.0,linear,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,kaur,intracellular,apramycin,8.0,ug/mL,observed,100.0,1.0,10.0,0.06666666666666667,3,0.1344433665511275,0.0023386859605572484,0.25981579147967787,True,0.0,2.0,8.640081804143383,8.640081804143383,8.640081804143383,"days, conditional on b_tail>0, mean is undefined",,,,2.0,decelerating,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,kaur,intracellular,apramycin,8.0,ug/mL,observed,100.0,1.0,10.0,0.06666666666666667,3,0.1344433665511275,0.0023386859605572484,0.25981579147967787,True,0.0,2.0,,,,"days, conditional on b_tail>0, mean is undefined",,,,2.0,plateau,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,kaur,intracellular,apramycin,8.0,ug/mL,observed,100.0,1.0,100.0,0.06666666666666667,3,0.1344433665511275,0.0023386859605572484,0.25981579147967787,True,0.0,3.0,21.410814012096807,11.330111603688302,93.97847026725506,"days, conditional on b_tail>0, mean is undefined",54.67143917537684,63.865616884056905,68.91110557140595,3.0,linear,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,kaur,intracellular,apramycin,8.0,ug/mL,observed,100.0,1.0,100.0,0.06666666666666667,3,0.1344433665511275,0.0023386859605572484,0.25981579147967787,True,0.0,3.0,,,,"days, conditional on b_tail>0, mean is undefined",,,,3.0,decelerating,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,kaur,intracellular,apramycin,8.0,ug/mL,observed,100.0,1.0,100.0,0.06666666666666667,3,0.1344433665511275,0.0023386859605572484,0.25981579147967787,True,0.0,3.0,,,,"days, conditional on b_tail>0, mean is undefined",,,,3.0,plateau,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,kaur,intracellular,apramycin,8.0,ug/mL,observed,100.0,1.0,1000.0,0.06666666666666667,3,0.1344433665511275,0.0023386859605572484,0.25981579147967787,True,0.0,4.0,28.547752016129074,15.106815471584403,125.30462702300676,"days, conditional on b_tail>0, mean is undefined",61.799043510873624,70.99322121955369,76.03870990690275,4.0,linear,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,kaur,intracellular,apramycin,8.0,ug/mL,observed,100.0,1.0,1000.0,0.06666666666666667,3,0.1344433665511275,0.0023386859605572484,0.25981579147967787,True,0.0,4.0,,,,"days, conditional on b_tail>0, mean is undefined",,,,4.0,decelerating,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,kaur,intracellular,apramycin,8.0,ug/mL,observed,100.0,1.0,1000.0,0.06666666666666667,3,0.1344433665511275,0.0023386859605572484,0.25981579147967787,True,0.0,4.0,,,,"days, conditional on b_tail>0, mean is undefined",,,,4.0,plateau,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,kaur,intracellular,apramycin,8.0,ug/mL,observed,10.0,2.0,1.0,0.06666666666666667,3,0.1344433665511275,0.0023386859605572484,0.25981579147967787,True,0.0,2.0,14.273876008064537,7.553407735792201,62.65231351150338,"days, conditional on b_tail>0, mean is undefined",40.41623050438327,49.61040821306334,54.6558969004124,1.0,linear,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,kaur,intracellular,apramycin,8.0,ug/mL,observed,10.0,2.0,1.0,0.06666666666666667,3,0.1344433665511275,0.0023386859605572484,0.25981579147967787,True,0.0,2.0,8.640081804143383,8.640081804143383,8.640081804143383,"days, conditional on b_tail>0, mean is undefined",,,,1.0,decelerating,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,kaur,intracellular,apramycin,8.0,ug/mL,observed,10.0,2.0,1.0,0.06666666666666667,3,0.1344433665511275,0.0023386859605572484,0.25981579147967787,True,0.0,2.0,,,,"days, conditional on b_tail>0, mean is undefined",,,,1.0,plateau,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,kaur,intracellular,apramycin,8.0,ug/mL,observed,10.0,2.0,10.0,0.06666666666666667,3,0.1344433665511275,0.0023386859605572484,0.25981579147967787,True,0.0,3.0,21.410814012096807,11.330111603688302,93.97847026725506,"days, conditional on b_tail>0, mean is undefined",47.54383483988006,56.73801254856012,61.783501235909185,2.0,linear,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,kaur,intracellular,apramycin,8.0,ug/mL,observed,10.0,2.0,10.0,0.06666666666666667,3,0.1344433665511275,0.0023386859605572484,0.25981579147967787,True,0.0,3.0,,,,"days, conditional on b_tail>0, mean is undefined",,,,2.0,decelerating,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,kaur,intracellular,apramycin,8.0,ug/mL,observed,10.0,2.0,10.0,0.06666666666666667,3,0.1344433665511275,0.0023386859605572484,0.25981579147967787,True,0.0,3.0,,,,"days, conditional on b_tail>0, mean is undefined",,,,2.0,plateau,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,kaur,intracellular,apramycin,8.0,ug/mL,observed,10.0,2.0,100.0,0.06666666666666667,3,0.1344433665511275,0.0023386859605572484,0.25981579147967787,True,0.0,4.0,28.547752016129074,15.106815471584403,125.30462702300676,"days, conditional on b_tail>0, mean is undefined",54.67143917537684,63.865616884056905,68.91110557140595,3.0,linear,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,kaur,intracellular,apramycin,8.0,ug/mL,observed,10.0,2.0,100.0,0.06666666666666667,3,0.1344433665511275,0.0023386859605572484,0.25981579147967787,True,0.0,4.0,,,,"days, conditional on b_tail>0, mean is undefined",,,,3.0,decelerating,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,kaur,intracellular,apramycin,8.0,ug/mL,observed,10.0,2.0,100.0,0.06666666666666667,3,0.1344433665511275,0.0023386859605572484,0.25981579147967787,True,0.0,4.0,,,,"days, conditional on b_tail>0, mean is undefined",,,,3.0,plateau,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,kaur,intracellular,apramycin,8.0,ug/mL,observed,10.0,2.0,1000.0,0.06666666666666667,3,0.1344433665511275,0.0023386859605572484,0.25981579147967787,True,0.0,5.0,35.68469002016134,18.883519339480504,156.63078377875843,"days, conditional on b_tail>0, mean is undefined",61.799043510873624,70.99322121955369,76.03870990690275,4.0,linear,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,kaur,intracellular,apramycin,8.0,ug/mL,observed,10.0,2.0,1000.0,0.06666666666666667,3,0.1344433665511275,0.0023386859605572484,0.25981579147967787,True,0.0,5.0,,,,"days, conditional on b_tail>0, mean is undefined",,,,4.0,decelerating,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,kaur,intracellular,apramycin,8.0,ug/mL,observed,10.0,2.0,1000.0,0.06666666666666667,3,0.1344433665511275,0.0023386859605572484,0.25981579147967787,True,0.0,5.0,,,,"days, conditional on b_tail>0, mean is undefined",,,,4.0,plateau,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,kaur,intracellular,apramycin,8.0,ug/mL,observed,2.5,2.6020599913279625,1.0,0.06666666666666667,3,0.1344433665511275,0.0023386859605572484,0.25981579147967787,True,0.0,2.6020599913279625,18.57074084088041,9.827210033746011,81.51253917620963,"days, conditional on b_tail>0, mean is undefined",40.41623050438327,49.61040821306334,54.6558969004124,1.0,linear,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,kaur,intracellular,apramycin,8.0,ug/mL,observed,2.5,2.6020599913279625,1.0,0.06666666666666667,3,0.1344433665511275,0.0023386859605572484,0.25981579147967787,True,0.0,2.6020599913279625,17.891447918675098,17.891447918675098,17.891447918675098,"days, conditional on b_tail>0, mean is undefined",,,,1.0,decelerating,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,kaur,intracellular,apramycin,8.0,ug/mL,observed,2.5,2.6020599913279625,1.0,0.06666666666666667,3,0.1344433665511275,0.0023386859605572484,0.25981579147967787,True,0.0,2.6020599913279625,,,,"days, conditional on b_tail>0, mean is undefined",,,,1.0,plateau,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,kaur,intracellular,apramycin,8.0,ug/mL,observed,2.5,2.6020599913279625,10.0,0.06666666666666667,3,0.1344433665511275,0.0023386859605572484,0.25981579147967787,True,0.0,3.6020599913279625,25.707678844912678,13.60391390164211,112.83869593196133,"days, conditional on b_tail>0, mean is undefined",47.54383483988006,56.73801254856012,61.783501235909185,2.0,linear,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,kaur,intracellular,apramycin,8.0,ug/mL,observed,2.5,2.6020599913279625,10.0,0.06666666666666667,3,0.1344433665511275,0.0023386859605572484,0.25981579147967787,True,0.0,3.6020599913279625,,,,"days, conditional on b_tail>0, mean is undefined",,,,2.0,decelerating,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,kaur,intracellular,apramycin,8.0,ug/mL,observed,2.5,2.6020599913279625,10.0,0.06666666666666667,3,0.1344433665511275,0.0023386859605572484,0.25981579147967787,True,0.0,3.6020599913279625,,,,"days, conditional on b_tail>0, mean is undefined",,,,2.0,plateau,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,kaur,intracellular,apramycin,8.0,ug/mL,observed,2.5,2.6020599913279625,100.0,0.06666666666666667,3,0.1344433665511275,0.0023386859605572484,0.25981579147967787,True,0.0,4.6020599913279625,32.84461684894495,17.380617769538212,144.16485268771302,"days, conditional on b_tail>0, mean is undefined",54.67143917537684,63.865616884056905,68.91110557140595,3.0,linear,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,kaur,intracellular,apramycin,8.0,ug/mL,observed,2.5,2.6020599913279625,100.0,0.06666666666666667,3,0.1344433665511275,0.0023386859605572484,0.25981579147967787,True,0.0,4.6020599913279625,,,,"days, conditional on b_tail>0, mean is undefined",,,,3.0,decelerating,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,kaur,intracellular,apramycin,8.0,ug/mL,observed,2.5,2.6020599913279625,100.0,0.06666666666666667,3,0.1344433665511275,0.0023386859605572484,0.25981579147967787,True,0.0,4.6020599913279625,,,,"days, conditional on b_tail>0, mean is undefined",,,,3.0,plateau,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,kaur,intracellular,apramycin,8.0,ug/mL,observed,2.5,2.6020599913279625,1000.0,0.06666666666666667,3,0.1344433665511275,0.0023386859605572484,0.25981579147967787,True,0.0,5.6020599913279625,39.98155485297721,21.15732163743431,175.4910094434647,"days, conditional on b_tail>0, mean is undefined",61.799043510873624,70.99322121955369,76.03870990690275,4.0,linear,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,kaur,intracellular,apramycin,8.0,ug/mL,observed,2.5,2.6020599913279625,1000.0,0.06666666666666667,3,0.1344433665511275,0.0023386859605572484,0.25981579147967787,True,0.0,5.6020599913279625,,,,"days, conditional on b_tail>0, mean is undefined",,,,4.0,decelerating,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,kaur,intracellular,apramycin,8.0,ug/mL,observed,2.5,2.6020599913279625,1000.0,0.06666666666666667,3,0.1344433665511275,0.0023386859605572484,0.25981579147967787,True,0.0,5.6020599913279625,,,,"days, conditional on b_tail>0, mean is undefined",,,,4.0,plateau,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,kaur,intracellular,apramycin,16.0,ug/mL,observed,100.0,1.0,1.0,0.022222222222222223,3,0.14027231855813252,0.050560691470124444,0.23378048230721601,True,0.0,1.0,7.100001551734675,4.261188178469588,16.27391084607666,"days, conditional on b_tail>0, mean is undefined",39.485842861422555,48.535873788063476,53.561823016338266,1.0,linear,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,kaur,intracellular,apramycin,16.0,ug/mL,observed,100.0,1.0,1.0,0.022222222222222223,3,0.14027231855813252,0.050560691470124444,0.23378048230721601,True,0.0,1.0,9.150287408104061,5.6787732459360445,21.165263607435705,"days, conditional on b_tail>0, mean is undefined",,,,1.0,decelerating,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,kaur,intracellular,apramycin,16.0,ug/mL,observed,100.0,1.0,1.0,0.022222222222222223,3,0.14027231855813252,0.050560691470124444,0.23378048230721601,True,0.0,1.0,,,,"days, conditional on b_tail>0, mean is undefined",,,,1.0,plateau,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,kaur,intracellular,apramycin,16.0,ug/mL,observed,100.0,1.0,10.0,0.022222222222222223,3,0.14027231855813252,0.050560691470124444,0.23378048230721601,True,0.0,2.0,14.20000310346935,8.522376356939176,32.54782169215332,"days, conditional on b_tail>0, mean is undefined",46.47730354963115,55.63587533979815,60.66182456807294,2.0,linear,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,kaur,intracellular,apramycin,16.0,ug/mL,observed,100.0,1.0,10.0,0.022222222222222223,3,0.14027231855813252,0.050560691470124444,0.23378048230721601,True,0.0,2.0,,,,"days, conditional on b_tail>0, mean is undefined",,,,2.0,decelerating,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,kaur,intracellular,apramycin,16.0,ug/mL,observed,100.0,1.0,10.0,0.022222222222222223,3,0.14027231855813252,0.050560691470124444,0.23378048230721601,True,0.0,2.0,,,,"days, conditional on b_tail>0, mean is undefined",,,,2.0,plateau,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,kaur,intracellular,apramycin,16.0,ug/mL,observed,100.0,1.0,100.0,0.022222222222222223,3,0.14027231855813252,0.050560691470124444,0.23378048230721601,True,0.0,3.0,21.300004655204024,12.783564535408765,48.82173253822997,"days, conditional on b_tail>0, mean is undefined",53.57730510136582,62.735876891532826,67.76182611980761,3.0,linear,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,kaur,intracellular,apramycin,16.0,ug/mL,observed,100.0,1.0,100.0,0.022222222222222223,3,0.14027231855813252,0.050560691470124444,0.23378048230721601,True,0.0,3.0,,,,"days, conditional on b_tail>0, mean is undefined",,,,3.0,decelerating,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,kaur,intracellular,apramycin,16.0,ug/mL,observed,100.0,1.0,100.0,0.022222222222222223,3,0.14027231855813252,0.050560691470124444,0.23378048230721601,True,0.0,3.0,,,,"days, conditional on b_tail>0, mean is undefined",,,,3.0,plateau,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,kaur,intracellular,apramycin,16.0,ug/mL,observed,100.0,1.0,1000.0,0.022222222222222223,3,0.14027231855813252,0.050560691470124444,0.23378048230721601,True,0.0,4.0,28.4000062069387,17.044752713878353,65.09564338430664,"days, conditional on b_tail>0, mean is undefined",60.6773066531005,69.83587844326749,74.86182767154229,4.0,linear,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,kaur,intracellular,apramycin,16.0,ug/mL,observed,100.0,1.0,1000.0,0.022222222222222223,3,0.14027231855813252,0.050560691470124444,0.23378048230721601,True,0.0,4.0,,,,"days, conditional on b_tail>0, mean is undefined",,,,4.0,decelerating,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,kaur,intracellular,apramycin,16.0,ug/mL,observed,100.0,1.0,1000.0,0.022222222222222223,3,0.14027231855813252,0.050560691470124444,0.23378048230721601,True,0.0,4.0,,,,"days, conditional on b_tail>0, mean is undefined",,,,4.0,plateau,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,kaur,intracellular,apramycin,16.0,ug/mL,observed,10.0,2.0,1.0,0.022222222222222223,3,0.14027231855813252,0.050560691470124444,0.23378048230721601,True,0.0,2.0,14.20000310346935,8.522376356939176,32.54782169215332,"days, conditional on b_tail>0, mean is undefined",39.485842861422555,48.535873788063476,53.561823016338266,1.0,linear,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,kaur,intracellular,apramycin,16.0,ug/mL,observed,10.0,2.0,1.0,0.022222222222222223,3,0.14027231855813252,0.050560691470124444,0.23378048230721601,True,0.0,2.0,,,,"days, conditional on b_tail>0, mean is undefined",,,,1.0,decelerating,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
